reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,day_diff,helpful_yes,total_vote,processed_text
A2C2LVTNNNPAMV,B007WTAJTO,A.G.,"[0, 0]",Class 10 speeds are the only way to fly and with 29.71GB of usable space I think I should be good for a while.,5,Fast and Full of Empty Space,1396742400,04-06-2014,187,0,0,class speed way fly usable space think good
A2EEM4XQKLPNRO,B007WTAJTO,"A. Gill ""Measure Twice, Cut Once""","[0, 0]","The subject says it all.  Does what it's supposed to do ... at a great price.  When it's on sale, buy it.",5,Great price.  Good Speed.  Reliable.,1353974400,27-11-2012,741,0,0,subject say suppose great price sale buy
A16PH8I60IGM4F,B007WTAJTO,A. GONZALEZ MEDINA,"[0, 0]","Lot of questions about this memory card fitting the Samsung Galaxy Tab 3 10.1 tablet.  It fits and works no problem at all. The only thing is that after installing, instead of showing 64GB available, it only shows 59GB.Tried formatting the card but with same results.Have no idea if this is a limit set by the the Galaxy Tab 3 tablet, or is it just &#34;normal&#34; to buy 64GB and get less than that.As this is surely not a problem coming from the Sandisk memory card, my rating is a 5-STAR.  Excellent price, works great, and very quick delivery.",5,Works OK with the Samsung Galaxy Tab 3 10.1...,1392595200,17-02-2014,294,0,0,lot question memory card fit samsung galaxy tab tablet fit work problem thing instal instead show available show gbtried format card resultshave idea limit set galaxy tab tablet normal buy get less thatas surely problem come sandisk memory card rat star excellent price work great quick delivery
A39P69WIIWU2TI,B007WTAJTO,Agustin,"[0, 0]","When it comes to any kind of flash storage SanDisk has always been my go to brand because they sell quality items and stand by them if there's a problem. So as usual no complaints here, it works as descried and I haven't have any issues. Both read and write speeds are right where the specs say they should be.",5,Samsung Galaxy Tab 3 10.1,1395792000,26-03-2014,257,0,0,come kind flash storage sandisk always brand sell quality item stand problem usual complaint work descry issue read write speed right spec say
A388EEY36LRQNL,B007WTAJTO,Agustin Mangialavori,"[0, 0]","High speed, high capacity of storage. Great durability. I use in my phone and in my digital camera. Work very good",5,Great performance,1370908800,06-11-2013,397,0,0,high speed high capacity storage great durability use phone digital camera work good
AGQFB60B5A1E8,B007WTAJTO,A. Gutierrez,"[0, 0]",THis memory helps me to keep all what I want to keep on my cell phone.It is a good brand and its on the right price.,5,very useful,1398038400,21-04-2014,231,0,0,memory help keep want keep cell phoneit good brand right price
A1JOXGZH55JMHW,B007WTAJTO,A. Hejazi,"[0, 0]","I bought this SD card for my android phone thinking that a class 10 will be faster and more reliable than others. it turns out, the difference in class doesn't really matter at least for Android phones. didn't really worth the price difference",4,class doesn't really matter at least for Android phones,1386806400,12-12-2013,361,0,0,buy card android phone think class fast reliable others turn difference class really matter least android phone really worth price difference
A292JUY8KQV3EB,B007WTAJTO,A.,"[0, 0]",The SanDisk 32GB Micro SD Class 10 is a reliable SD card with amazing transfer speeds. There is no noticeable lag transfering even the largest RAW images to it. Hadn't had any problem with it.,5,Great product,1365811200,13-04-2013,604,0,0,sandisk micro class reliable card amaze transfer speed noticeable lag transfer even large raw image problem
A35NR2GQWMQ31K,B007WTAJTO,ahhsimon,"[0, 0]",good card. work as describes. haven't had any issue with it or going pass metal detectors. no lost files or missing files.,4,good,1391644800,02-06-2014,189,0,0,good card work describe issue go pas metal detector lose file miss file
ATZX92WLL9OK0,B007WTAJTO,Aileen Nguyen,"[0, 0]","Bought this to store music on my phone. Works flawlessly after three months so far, no problems.In my card reader, I average 6-8 megabytes read and write to it.",5,"Good, Cheap Card.",1395792000,26-03-2014,257,0,0,buy store music phone work flawlessly three month far problemsin card reader average megabyte read write
A837QPVOZ9YAD,B007WTAJTO,Airedad,"[15, 21]","I'm amazed.  I ordered this from Amazon on Tuesday morning, and it arrived with Wednesday's mail.  VERY impressive service from Amazon!As has already been reported, the card formats out to > 59 Gb, and it performs perfectly in my Samsung Galaxy S III (which is also new).  Using two card readers on a fast PC, I transferred everything from my old 16GB card to the new 64 GB card in less time than it took to walk to the kitchen and get a cup of coffee.  So I think the Class 10 rating is correct on the card.Once I have some experience with the card in the phone, I'll benchmark the card and I'll also benchmark operations such as internally backing up my Android phone to the card.  Then I'll update this review with some accurate numerical data.  But in the mean time on first look, the person who said that the S 3 has problems with anything faster than class 6 may not have been correct - a full backup of the phone to the card was significantly faster than the backup with the old 16GB class 6 card.  Again no benchmarks yet but once I have them I'll include them here.Right now I'm very happy with this card and I'm really impressed - both with the card and with the unbelievably quick service from Amazon (and I'm in Atlanta where shipments like this one often take the full 3 days to arrive).",5,Very fast class 10 card - and excellent service from Amazon,1343174400,25-07-2012,866,15,21,amaze order amazon tuesday morning arrive wednesday mail impressive service amazona already report card format perform perfectly samsung galaxy iii also new use two card reader fast transfer everything old card new card less time take walk kitchen get cup coffee think class rat correct cardonce experience card phone ill benchmark card ill also benchmark operation internally back android phone card ill update review accurate numerical data mean time first look person say problem anything fast class may correct full backup phone card significantly fast backup old class card benchmark yet ill include hereright happy card really impress card unbelievably quick service amazon atlanta shipment like one often take full day arrive
A1PKJZRYCZFIGJ,B007WTAJTO,ajb03,"[0, 0]","Excellent, one of the best, can't go wrong with this card, class 10 is necessary and shows noticeable but not significant improvements over class 4",5,great,1387756800,23-12-2013,350,0,0,excellent one best wrong card class necessary show noticeable significant improvement class
AG7K6P2FN006,B007WTAJTO,ajb,"[4, 4]","I bought the 64GB MicroSD card at Best Buy because I needed one for my Microsoft Surface Pro. It provides all the space I need and for people who need a lot of space (videos, Quick Books, picture editing, games, etc.) this card is the one for you. If you don't need that much space, consider buying one for cheaper with a little less memory.NOTE: Be aware that this is a MicroSDXC format card. While most new computers support this format, many of the older computers do not (This includes all but a few tablets and smartphones). Before buying this, MAKE SURE your computer, tablet, or smartphone is compatible. If it is not, it will not work, period. For others who claim that the card doesn't work no matter what they try, chances are their machine cannot support MicroSDXC format.",5,"Great Quality, Plenty of Memory",1364169600,25-03-2013,623,4,4,buy microsd card best buy need one microsoft surface pro provide space need people need lot space video quick book picture edit game etc card one need much space consider buy one cheap little less memorynote aware microsdxc format card new computer support format many old computer include tablet smartphones buy make sure computer tablet smartphone compatible work period others claim card work matter try chance machine support microsdxc format
A1N7LGUPJWWQS9,B007WTAJTO,A.J. Matheson,"[0, 0]","I got this because I just couldn't pass up the deal, $17.99. It has been incredibly fast in my HTC Sensation 4g. Pictures are taken and saved instantaneously. Only had it a few days, but have been very happy. Shipping was fast and the packaging was easy to open which is always great in my book. Only issue I had was I had to format it on my computer first before my phone was able to recognize it.",4,Fantastic!,1353888000,26-11-2012,742,0,0,get could pas deal incredibly fast htc sensation picture take save instantaneously day happy ship fast package easy open always great book issue format computer first phone able recognize
A20MEC7JYD5U11,B007WTAJTO,A.J.O. From California,"[0, 0]","You get a lot of storage at a small price. the micro sd with adapter, class 10 so it's fast . I am happy with this purchase and You will be too. I hope this review is helpful!",5,Mucho Storage Poco Price!,1400889600,24-05-2014,198,0,0,get lot storage small price micro adapter class fast happy purchase hope review helpful
ARMG4L2GLW25A,B007WTAJTO,A. J. Stavsky,"[0, 0]","The Ultra micro SDHC was fine once I got it working. Neither the packaging nor the Sansa Clip player inform the user that the player needs to be totally off before the microcard is inserted. If not, the unit will not read the card!  Otherwise? Love it and the storage for even 16 GB, let alone 32, is tremendous...",5,"Great item, but...user instructions could be better...",1385337600,25-11-2013,378,0,0,ultra micro sdhc fine get work neither package sansa clip player inform user player need totally microcard insert unit read card otherwise love storage even let alone tremendous
A1HXLQOYQB889P,B007WTAJTO,"AJZ ""~AZ""","[0, 0]",I upgraded to this after the price dropped. I originally had a 16gig sandisk card and it was in my mytouch 4g. I found toward my mytouch 4g's end of life that space is running low. So when I got my Galaxy S3 I bought this card. It works flawlessly. I highly recommend it. Now errors what so ever. Super fast transfer rate.,5,Huge storage!,1363219200,14-03-2013,634,0,0,upgrade price drop originally gig sandisk card mytouch find toward mytouch end life space run low get galaxy buy card work flawlessly highly recommend error ever super fast transfer rate
A2CHQH95XQUY4E,B007WTAJTO,ak2012,"[0, 0]",This item was priced right and fit right into my cell phone without any issues. Does what it is suppose to do and I don't know what else I could say. Being a class 10 it is suppose to be plenty fast for cell phone use which I am sure speeds up camera use to some degree. Has worked well and the shipping was fast.,5,Sandisk Micro sd.,1366934400,26-04-2013,591,0,0,item price right fit right cell phone without issue suppose know else could say class suppose plenty fast cell phone use sure speed camera use degree work well ship fast
A2PZXXPGLXXKZU,B007WTAJTO,AK529,"[1, 1]","I got this memory card for my Samsung Galaxy S3. I was running out of room on my Sandisk 32gb Class 4 micro sd card. I also wanted a faster and more durable card. I was hopping to put lots of media on it. In addition to nandroid backups and custom roms. I later found out that since this card is formatted in ex-fat it would not work to make nandroid backups or flash custom roms. Most custom recovery and custom roms dont work with ex-fat. So my only choice was to format the card to fat 32, which meant I couldn't put any files larger than 4gb on it. Besides that this card is great and very reasonable price of $50. If your some one who doesn't root their phone or put custom roms, nandroid backups or put files larger than 4gb than this will not affect you. This memory card is fast and provides the most storage you can put on your mobile device at this time. The card is also water proof, shock proof and comes with lifetime warranty. Ive never had any issues with sandisk memory cards or usb flash drives. They last a really long time.",4,Very fast and lots of storage with one catch,1359936000,02-04-2013,615,1,1,get memory card samsung galaxy run room sandisk class micro card also want fast durable card hop put lot medium addition nandroid backup custom rom late find since card format exfat would work make nandroid backup flash custom rom custom recovery custom rom work exfat choice format card fat mean could put file large besides card great reasonable price one root phone put custom rom nandroid backup put file large affect memory card fast provide storage put mobile device time card also water proof shock proof come lifetime warranty never issue sandisk memory card usb flash drive last really long time
A2V8LCUQZVJWTG,B007WTAJTO,A. Kaplan,"[0, 0]","Using the included adaptor on my MacBook Pro to transfer files, I was impressed with the speed of this card.",5,Huge! Fast!,1389052800,01-07-2014,160,0,0,use include adaptor macbook pro transfer file impress speed card
A22AJJ6SRS7F3D,B007WTAJTO,"A. Kenneth Webster ""Ken Webster""","[0, 0]",Got this to store movies and music on my Samsung Note III.Not much to say about a memory card except that it works as expected.,5,Works in My Note III,1393977600,03-05-2014,219,0,0,get store movie music samsung note iiinot much say memory card except work expect
AJEOFP6ZWY0MK,B007WTAJTO,A. Kim,"[0, 0]",I purchased this version to expand memory on my 16gb android tablet.  Nothing fancy but it does the job.  No problems and it played back flawlessly all the files I transferred.There are so many different microSD cards out now but if you see this on sale then you might want to consider it instead of cheaper no-name brand.,5,Good for the money,1388620800,01-02-2014,310,0,0,purchase version expand memory android tablet nothing fancy job problem play back flawlessly file transferredthere many different microsd card see sale might want consider instead cheap noname brand
A1K3GIMTM7F9CY,B007WTAJTO,A. Kinney,"[0, 0]",I've ordered other SD cards before but this one is the best overall. Shipping was excellent fast and reliable. I would recommend it to anyone who is looking for a quality product. Thanks again!,5,More memory than I thought!,1389052800,01-07-2014,160,0,0,order card one best overall ship excellent fast reliable would recommend anyone look quality product thank
A3OJ4FW7C5OJ97,B007WTAJTO,akisadr,"[0, 0]",I use this for my phone and it works just as it should and it was totally worth the money! Great place to store pictures and music for phones instead of using the phone memory so it will still run fast.,5,SanDisk,1381104000,10-07-2013,516,0,0,use phone work totally worth money great place store picture music phone instead use phone memory still run fast
AEOKL03H269BU,B007WTAJTO,Alaa S. AL Sinan,"[0, 0]","I bought two of these one for Asus infinity and one for Samsung galaxy s3 international version. It worked fine with my Asus but it didn't work on my phone. I formatted this card using the phone,the tablet and my laptop  but didn't work I did some tests with apps using some apps nothing showed its not working the only way I got it to work is by formatting it in my Canon SLR camera.",4,Fast but not with out headachs,1357776000,01-10-2013,433,0,0,buy two one asus infinity one samsung galaxy international version work fine asus work phone format card use phonethe tablet laptop work test apps use apps nothing show work way get work format canon slr camera
A28CTDM7OP0RAR,B007WTAJTO,Alan,"[0, 0]","It works but the actual R/W speeds are 18/8 MB/s, not even Class 10. It should be marketed as ""Sandisk Basic"", not Sandisk Ultra"", unless they mean ultra slow. Now is 2014 and there is no excuse for such slow card from Sandisk.*** UPDATE ***I have redone the test with NotePro 12.2"" instead of using non UHS-I PC and the latest results are 32/8.6MB/s. Since the read speed hits 30, I believe the device is DHS-I ready. Still underwhelmed by the write speed though.",2,Painfully slow,1395705600,25-03-2014,258,0,0,work actual speed mb even class market sandisk basic sandisk ultra unless mean ultra slow excuse slow card sandisk update redo test notepro instead use non uhsi late result mb since read speed hit believe device dhsi ready still underwhelmed write speed though
A18TUDLH3X67D0,B007WTAJTO,Alan,"[0, 0]",SanDisk Ultra 32 GB MicroSDHC C10/UHS1 Memory Card with Adapter...SanDisk Ultra 32 GB MicroSDHC C10/UHS1 Memory Card with Adapter...Works fine.,4,SanDisk Ultra 32 GB MicroSDHC C10/UHS1 Memory Card with Adapter...,1391126400,31-01-2014,311,0,0,sandisk ultra microsdhc cuhs memory card adaptersandisk ultra microsdhc cuhs memory card adapterworks fine
A29NO61G1WH74V,B007WTAJTO,Alan Smithee,"[0, 0]",Great for adding a ton of storage to your smartphone or other device.  Fast enough for most needs and the price is right.,5,"Fast, tiny",1365724800,04-12-2013,369,0,0,great add ton storage smartphone device fast enough need price right
A16RL0RMRF974O,B007WTAJTO,"Albert C. Marth ""Albert c. Marth""","[0, 0]","You can't possibly go wrong with a San Disc product!  Although I purchased this for my son, I have used San Disc in the past and have never been disappointed!",5,32GB SanDisk Ultra Bargain Buy,1390089600,19-01-2014,323,0,0,possibly wrong san disc product although purchase son use san disc past never disappoint
A1NA2JGI3GNDN2,B007WTAJTO,Albert,"[0, 0]",Does it's job and fairly cheap for what it's worth. I had to return my first one and exchange it for another because the first one was defective. Sandisk really needs to do better quality assurance on their products. The second one works perfectly fine. I use it for my GoPro camera.,3,Ok product,1399161600,05-04-2014,247,0,0,job fairly cheap worth return first one exchange another first one defective sandisk really need good quality assurance product second one work perfectly fine use gopro camera
A1NZR4UN6DJQIO,B007WTAJTO,Albert,"[0, 0]","I bought this for my son's tablet for cartoon videos, movies and &#34;all&#34; games he will be downloading (He's under 5 yrs so they'll be small simple games).",4,Works great,1365724800,04-12-2013,369,0,0,buy son tablet cartoon video movie game download yr small simple game
A1ZSNM419DJAJP,B007WTAJTO,"Albert Macias Jr. ""Baretoes""","[0, 0]","I bought this for a friend of mine to put some videos on it.  Initially, when plugged into the computer, we couldn't find the storage in the directory.  However, after finding a micro sd to usb adapter...bingo!  Worked like a charm after that.  Install the videos, plugged the card in the phone, and we were off to the races.Not sure if we needed the adapter, but we couldn't get the computer to recognize it.  We also used a Linux O/S.  Go figure.",5,Samsung Galaxy Note II,1376784000,18-08-2013,477,0,0,buy friend mine put video initially plug computer could find storage directory however find micro usb adapterbingo work like charm install video plug card phone racesnot sure need adapter could get computer recognize also use linux figure
A3OWHLRFOJ0UQ0,B007WTAJTO,"Alberto Figueroa ""U.S. Air Force""","[1, 1]","The Sandisk Ultra 64GB Micro Card is a great addition to maximize the Samsung Galaxy IIIS, whatever version you got 16GB or 32GB. Is a very fast memory at a great price. Plenty space for pictures, videos and Android Applications. Good for the 1080 videos that the Galaxy IIIS use. Super Fast. If you got the most advanced smartphone in the market as I do, this is the memory to get at the right price.",5,Great addition for Samsung Galaxy IIIS!,1350000000,10-12-2012,728,1,1,sandisk ultra micro card great addition maximize samsung galaxy iii whatever version get fast memory great price plenty space picture video android application good video galaxy iii use super fast get advance smartphone market memory get right price
AUW0WFWUT9VJH,B007WTAJTO,Alberto,"[0, 0]",I installed this on my Samsung tablet tab 2 7.0. There is definitely a performance difference on my tablet especially when i load up all my apps.,5,Fast,1391385600,02-03-2014,281,0,0,instal samsung tablet tab definitely performance difference tablet especially load apps
A1XL0OHDWCL96U,B007WTAJTO,"Alberto Joao Briguet Nt ""A. Briguet""","[0, 0]",This memory works in Samsung Smartphones .It is a fast memorySandisk is the most reliable memories in the market,5,Very nice,1389571200,13-01-2014,329,0,0,memory work samsung smartphones fast memorysandisk reliable memory market
A3HL0CALF52RAA,B007WTAJTO,ALBERTO MENDOZA ALVAREZ,"[0, 0]","Love it, good quality good performance, great brand. Could not find better product for my money. Using it for a Samsung Galaxy S4 mini with zero complications.",5,Great Product Great Price,1389312000,01-10-2014,68,0,0,love good quality good performance great brand could find good product money use samsung galaxy mini zero complication
ATE41IMLCAC2H,B007WTAJTO,Al Campbell,"[0, 0]","This product arrived in two days (Prime), it was exactly what I ordered and it works great in my Galaxy S3. I know a class 10 is not exactly needed in a cell phone but it cannot hurt, right? I'm very happy with this purchase.",5,"Quick delivery, exactly as ordered",1361923200,27-02-2013,649,0,0,product arrive two day prime exactly order work great galaxy know class exactly need cell phone hurt right happy purchase
AWGV0ZVKI7AG7,B007WTAJTO,Ale-B,"[0, 0]",I expanded my Samsung Tab 10.1 tablet from 1GB to 32GB works fast and don't see any lags. I can now store more than ten movies on my tab and play right of the flash disc with no problems.Very happy with this card.,5,I upgrade to better!,1383091200,30-10-2013,404,0,0,expand samsung tab tablet work fast see lag store ten movie tab play right flash disc problemsvery happy card
A2Z4VVF1NTJWPB,B007WTAJTO,A. Lee,"[5, 5]","Update: providing an update with regard to SanDisk support.I bought the memory card in Aug 2012 (see original review below). In May of 2013 while on my cruise to Alaska the card went bad. During the sailing out of San Francisco it was fine as I used it to take a panorama shot of the Golden Gate Bridge. For most of the cruise I was using my DSLR but the next time I wanted to use my cell phone, the phone told me I had no memory card loaded.  Any way, tested the card on my laptop when I got back and it couldn't recognize it. I contacted SanDisk via email and provide them copy of my receipt from Amazon along with the serial number on the back of the card (very hard to read) and no problems; they told me to send them back the card and they sent me a brand new card which is now still functioning in my cell phone.  Great support provide by SanDisk. No hassle as long as you can provide proof of purchase (easy to do since Amazon keeps my entire purchase history/invoices online).  One reason I buy directly from Amazon itself vs other vendors (either on Amazon or elsewhere on the Internet) is that I have confidence that the memory cards sold by Amazon itself are genuine.  there may be incredible deals elsewhere on the internet but in some cases the deals are too good to be true and counterfeit cards are being sold.Original review:Just received this today. Removed it from the packaging and inserted it into my Samsung Galaxy S3 (Verizon) and powered the unit back up and the storage was available.  No formatting required. Worked the first time out. Settings showed 29.71GB of total space (32GB version) and 29.71GB of free space.  I like the fact that a SD adapter came with it.  Should I ever need to insert the card into my laptop it will come in handy. (yes I can plug my phone directly to my laptop but if I ever swap this 32GB card out of my phone and replace it with a 64GB version, I can use this 32GB version via the adapter for other purposes.)",5,ready for use on the Galaxy S3,1346803200,09-05-2012,943,5,5,update provide update regard sandisk supporti buy memory card aug see original review may cruise alaska card go bad sail san francisco fine use take panorama shoot golden gate bridge cruise use dslr next time want use cell phone phone tell memory card load way test card laptop get back could recognize contact sandisk via email provide copy receipt amazon along serial number back card hard read problem tell send back card send brand new card still function cell phone great support provide sandisk hassle long provide proof purchase easy since amazon keep entire purchase historyinvoices online one reason buy directly amazon vendor either amazon elsewhere internet confidence memory card sell amazon genuine may incredible deal elsewhere internet case deal good true counterfeit card soldoriginal reviewjust receive today remove package insert samsung galaxy verizon power unit back storage available format require work first time setting show total space version free space like fact adapter come ever need insert card laptop come handy yes plug phone directly laptop ever swap card phone replace version use version via adapter purpose
A3PCW69GQK8R38,B007WTAJTO,Alejandro Hernndez,"[0, 0]","Still don't feel is very fast or is just my phone, I guess I will need to remove it and run some R/W tests. Still Its ok.",3,Great capasity,1391385600,02-03-2014,281,0,0,still feel fast phone guess need remove run test still
A1UM44ILLZCEI1,B007WTAJTO,Aleksandar Milivojevic,"[1, 1]","I bought 64GB version of the card to use with GoPro Hero 3 black edition.  It didn't work out.  The card worked OK if camera was set to resolution with lower bit rates.  E.g. worked fine in 720p with protune on, or 1080p with protune off.  However, in 1080p with protune on (bitrate is just shy of 6 MB/s in this mode -- much higher then with protune turned off) it was nothing but trouble.  Camera would sometime work, and sometime randomly stop recording for no obvious reason.  I first suspected camera, but testing with different SD cards, it ended up being SanDisk's card that was at fault.  My spare card, an old and cheap 16GB PNY (also class 10), worked just fine under same conditions and with same camera settings.Once it was obvious it was problem with the card, I found people on GoPro's forums that had trouble with this specific card as well (well, you always find these only after you figure it out for yourself, right?).  Anyhow, I did some speed tests with the card by doing simple write of 1GB file full of zeros using Unix dd utility to copy 1GB of zeros from /dev/zero (where else would you find that many zeros ;-) onto a file on the card.  The result was that on average, SanDisk's card would manage about 10.2 MB/s.  Just barely above the bar for class 10 card.  However, that was average over 1GB.  During the write test, the speed was oscillating with many spikes and drops.  Drops were as low as 7MB/s.  Uh.  I thought write speed of class 10 card should never dip below 10 MB/s?  For comparison, my old cheap class 10 PNY card was chugging along at constant 13 MB/s under the same test.  No spikes and no drops in speed.The card will probably work fine in most devices, as bitrates when recording 1080p video are often low enough and/or camera might have huge buffer.  But if you want to use it to record video at high bitrates, and your device doesn't have huge buffer to compensate for speed bumps of this card, you may run into trouble.  Be wary of using it in Hero3 in modes that have higher bit rates (e.g. 1080p with protune enabled).SanDisk's website lists part numbers as SDSDQUI-064G with adapter, and SDSDQUA-064G without adapter.  This conflicts with product description on Amazon.  While this is likely just Amazon not getting product description right again (a bit too common thing), it's interesting to note.[Update Apr 20 2013]:Some numbers from testing the card.  The test is extremely simple.  Write out 1GB of zeros onto the card using standard Unix dd command to read 128KB blocks of zeroes from special device /dev/zero and write it onto the card.  128KB * 8192 = 1GB.  dd displays transfer stats once it finishes.  While dd was running, I run iostat in second terminal displaying 1 second interval stats as a measure of current speed.  This was done on the Mac.  dd command line can be used as-is to repeat test on Linux system, however iostat command is different on Linux and would need to be modified slightly.  I choose 128KB block size, as that seems to be what device drivers merges sequential writes into anyhow.  Using different block sizes, results are comparable.$ dd if=/dev/zero of=test bs=131072 count=81928192+0 records in8192+0 records out1073741824 bytes transferred in 101.578307 secs (10570582 bytes/sec)So, 10 MB/s and all is good? Right? Wrong! iostat running in parallel with above dd command recorded this:$ iostat -d -w 1 disk2disk2KB/t tps MB/s123.11 76 9.12116.61 185 21.04122.94 49 5.88128.00 41 5.12128.00 89 11.11128.00 134 16.73128.00 69 8.61128.00 61 7.62128.00 99 12.36[ ... and so on until dd finishes writing 1GB of zeros to the card ... ]IMO, the last column should never dip under 10MB/s for card labeled class-10.For comparison, same test run against Samsung Pro 64GB micro-SD card:$ dd if=/dev/zero of=test bs=131072 count=81928192+0 records in8192+0 records out1073741824 bytes transferred in 52.869111 secs (20309436 bytes/sec)$ iostat -d -w 1 disk2disk2KB/t tps MB/s125.30 138 16.86117.73 157 18.03123.04 150 18.00128.00 159 19.86128.00 156 19.47126.45 160 19.73128.00 150 18.72128.00 154 19.22128.00 153 19.11[ ... and so on until dd finishes writing 1GB of zeros to the card ... ]So, Samsung is on average 2x faster, but more importantly it's speed is much more constant.  And critically important, it never dips under 10MB/s.",2,Didn't work out for me,1364947200,04-03-2013,644,1,1,buy version card use gopro hero black edition work card work camera set resolution low bite rat work fine protune protune however protune bitrate shy mb mode much high protune turn nothing trouble camera would sometime work sometime randomly stop record obvious reason first suspect camera test different card end sandisks card fault spare card old cheap pny also class work fine condition camera settingsonce obvious problem card find people gopros forum trouble specific card well well always find figure right anyhow speed test card simple write file full zero use unix utility copy zero devzero else would find many zero onto file card result average sandisks card would manage mb barely bar class card however average write test speed oscillate many spike drop drop low mb think write speed class card never dip mb comparison old cheap class pny card chug along constant mb test spike drop speedthe card probably work fine device bitrates record video often low enough andor camera might huge buff want use record video high bitrates device huge buff compensate speed bump card may run trouble wary use hero mode high bite rat protune enabledsandisks website list part number sdsdquig adapter sdsdquag without adapter conflict product description amazon likely amazon get product description right bite common thing interest noteupdate apr number test card test extremely simple write zero onto card use standard unix command read block zero special device devzero write onto card display transfer stats finish run run iostat second terminal display second interval stats measure current speed do mac command line use asis repeat test linux system however iostat command different linux would need modify slightly choose block size seem device driver merge sequential write anyhow use different block size result comparable ifdevzero oftest count record record byte transfer sec bytessecso mb good right wrong iostat run parallel command record iostat diskdiskkbt tps mb finish write zero card imo last column never dip mb card label classfor comparison test run samsung pro microsd card ifdevzero oftest count record record byte transfer sec bytessec iostat diskdiskkbt tps mb finish write zero card samsung average fast importantly speed much constant critically important never dip mb
A36Z3LKJNKYF9E,B007WTAJTO,alexander,"[0, 0]",What else to say about this Sandisk Ultra 64 GB micro SD XC ? just perfect as all Sandisk cards,5,perfect,1403308800,21-06-2014,170,0,0,else say sandisk ultra micro perfect sandisk card
A1KN5OQGRNENU0,B007WTAJTO,Alexander Stevens,"[2, 3]",,5,Great Card With Great Price,1345507200,21-08-2012,839,2,3,
A1MHMCO5B21KXU,B007WTAJTO,Alex & Autumn,"[0, 0]",My husband and I bought this for our GoPro and we used to to record our vacation to Mexico. We still have more than half of the space left!,5,You'd be surprised how much 64 GB is!,1399939200,13-05-2014,209,0,0,husband buy gopro use record vacation mexico still half space leave
AO6DFAJQU3J81,B007WTAJTO,Alex Batista,"[1, 1]",This item is what it is; I've been using it for a few months now and it records HD videos in my GoPro Hero3 without problems.,5,Good Quality Card,1384992000,21-11-2013,382,1,1,item use month record video gopro hero without problem
A1AD3VN3XQDABE,B007WTAJTO,Alex Choung,"[0, 0]","This is my third purchase. I own 4 of them and they've been working fine so far. I have them installed on my smart phone, cameras and even used as a portable storage device and I have not noticed any issues with them. Very good product.",5,"Good for camera, smart phone, etc...",1362096000,03-01-2013,704,0,0,third purchase work fine far instal smart phone camera even use portable storage device notice issue good product
A21MLQQXFC7VGU,B007WTAJTO,alex Dahik,"[0, 0]","i love this little guy its super fast and it has a lot of space for storage, just plug it in and enjoy",5,amazing,1359936000,02-04-2013,615,0,0,love little guy super fast lot space storage plug enjoy
A39FMRGSYGLO45,B007WTAJTO,Alex,"[0, 0]",Bought it for my gopro hero3 camera (silver edition).Working without any problems. Fast!Was pleasantly surprised of the good quality Memory Card Adapter! Now can turn it into my laptop directly.,5,Good one!,1369958400,31-05-2013,556,0,0,buy gopro hero camera silver editionworking without problem fastwas pleasantly surprise good quality memory card adapter turn laptop directly
AYN1HF8LHP9IF,B007WTAJTO,alex,"[0, 0]","It is a great addition to a smart phone with huge capacity to store data. Also it is pretty fast to record video, no lag at all during recording.",5,Great capacity.,1367280000,30-04-2013,587,0,0,great addition smart phone huge capacity store data also pretty fast record video lag record
A1MOG0V4LFZQO,B007WTAJTO,Alex,"[0, 0]",The micro SD card was very well made it had great read and write speeds and it added gray amount of memory to my Samsung galaxy s4. Really recommend this,5,Great product,1372636800,07-01-2013,700,0,0,micro card well make great read write speed add gray amount memory samsung galaxy really recommend
AGJZFJV3AHXU5,B007WTAJTO,Alex,"[1, 1]","I bought this item to use in my gopro hero 3 because it's what they sell on the gopro website, but can be had a lot cheaper on Amazon.  Have yet to have problems with the card.",5,great sd card,1376352000,13-08-2013,482,1,1,buy item use gopro hero sell gopro website lot cheap amazon yet problem card
A34JJC0M0TNHCC,B007WTAJTO,Alex Pomilio,"[0, 0]","Works perfectly and for a fair price, it is immediately recognized by any device you use it . Good purchase!",5,Excellent!,1391731200,02-07-2014,159,0,0,work perfectly fair price immediately recognize device use good purchase
A6PMHCZJD9FUM,B007WTAJTO,"Alex ""Tell it like it is""","[0, 0]","Needs little to no formatting and I have yet to see a SanDisk fail. Don't cut corners, almost every other brand of SD cards will fail on you except these (tried numerous brands with my devices).Just remember it takes a bit for devices to buffer the information off of the SD card and static can corrupt any SD card which is usually easily fixed with a formatting. Always back up your documents to a PC/Mac as soon as possible.Oh, and if you create playlists, slideshows, etc. on devices and remove the SD card, the device will not be smart enough to re-compile it after you put the SD card back in and you will end up with blank playlists even though you have the songs so WATCH OUT!Lastly if this SD card doesn't work for you for whatever reason google SD card formatting and it should help you out. These 64GB versions don't seem to have formatting issues like the 32GB ones do but even then formatting to FAT32 fixes it.",5,Awesome and works just fine,1378857600,09-11-2013,394,0,0,need little format yet see sandisk fail cut corner almost every brand card fail except try numerous brand devicesjust remember take bite device buff information card static corrupt card usually easily fix format always back document pcmac soon possibleoh create playlist slideshows etc device remove card device smart enough recompile put card back end blank playlist even though song watch outlastly card work whatever reason google card format help version seem format issue like one even format fat fix
